ProductId,Luma,Workspace,DeploymentName,ModelName,AccountName,SubscriptionId,SkuName,SkuCapacity,BackendId,Endpoint,PromptTokens,CompletionTokens,TotalTokens,Calls,FirstSeen,LastSeen,Regions,CallerIpAddresses
,,,,,,,,,,https://openai1-klcxhvw3ilgu2.openai.azure.com/,0,0,0,36305,2026-02-18T22:53:23.2505377Z,2026-02-19T20:54:26.5443015Z,"[""[\""East US 2\""]""]","[""[\""52.148.171.5\"",\""20.236.11.102\"",\""52.148.138.235\"",\""20.236.10.206\"",\""40.65.108.177\"",\""20.191.74.188\"",\""20.236.11.185\"",\""20.29.225.195\""]"",""[\""52.148.140.42\"",\""20.29.225.195\"",\""20.236.11.102\"",\""20.236.11.185\"",\""20.236.10.120\"",\""20.236.10.206\"",\""40.65.108.177\"",\""20.191.74.188\""]"",""[\""52.148.140.42\"",\""20.191.74.188\"",\""52.148.138.235\"",\""20.236.11.185\"",\""52.148.171.5\"",\""20.29.225.195\"",\""20.236.10.120\"",\""20.236.10.163\""]"",""[\""52.148.138.235\"",\""52.148.171.5\"",\""20.236.10.120\"",\""20.191.74.188\"",\""52.148.140.42\"",\""40.65.108.177\"",\""20.236.11.102\"",\""20.29.225.195\""]"",""[\""20.96.215.126\"",\""20.121.82.216\"",\""20.75.108.47\"",\""20.29.225.195\"",\""20.236.11.102\"",\""40.65.108.177\"",\""52.148.138.235\"",\""52.148.171.5\""]""]"
